"time","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","c_jail_in","c_jail_out"
"1823",38,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2013-04-16 03:54:04","2013-04-18 10:30:00"
"1824",40,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2013-03-08 09:44:15","2013-03-09 01:22:15"
"1825",23,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,"2014-03-12 12:50:45","2014-03-13 10:24:23"
"1826",22,"F","African-American","Less than 25","Low","Female",0,-1,4,0,"2014-05-01 08:44:21","2014-05-03 04:25:39"
"1827",21,"F","Caucasian","Less than 25","High","Male",5,-10,8,1,"2014-05-09 09:30:19","2014-05-11 01:49:57"
"1828",27,"F","Caucasian","25 - 45","Medium","Male",4,0,7,1,"2013-05-10 03:57:29","2013-05-10 07:50:28"
"1829",55,"F","Caucasian","Greater than 45","Medium","Male",13,-1,6,1,"2014-11-03 12:57:30","2014-11-04 08:57:17"
"1830",37,"M","Other","25 - 45","Low","Male",0,-1,1,0,"2014-08-10 03:36:14","2014-08-12 04:17:20"
"1831",41,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,"2014-01-09 08:49:51","2014-01-10 01:49:35"
"1832",56,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2013-05-15 06:33:00","2013-05-17 09:07:02"
"1833",55,"M","Caucasian","Greater than 45","Medium","Male",11,-1,7,0,"2013-05-02 03:15:21","2013-06-28 09:30:37"
"1834",23,"M","African-American","Less than 25","Low","Female",1,-1,2,0,"2014-12-01 07:26:13","2014-12-02 01:49:27"
"1835",23,"F","Hispanic","Less than 25","Medium","Female",0,-2,6,1,"2013-06-09 12:16:01","2013-06-11 01:19:44"
"1836",28,"F","African-American","25 - 45","Low","Male",3,-1,2,0,"2013-08-23 12:58:10","2013-08-24 09:05:06"
"1837",31,"F","Other","25 - 45","Low","Male",2,-1,2,1,"2013-05-01 03:08:07","2013-05-14 11:36:33"
"1838",28,"F","Hispanic","25 - 45","Low","Female",0,-1,2,0,"2014-05-04 08:57:18","2014-05-05 06:32:02"
"1839",32,"M","Caucasian","25 - 45","Low","Female",1,-1,2,0,"2014-09-05 09:55:32","2014-09-06 02:17:51"
"1840",53,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-04-14 09:55:04","2013-04-15 07:44:31"
"1841",27,"F","African-American","25 - 45","Medium","Male",6,-1,5,1,"2014-11-14 10:20:22","2014-11-24 10:35:08"
"1842",22,"F","Caucasian","Less than 25","Medium","Male",0,-1,5,1,"2013-12-30 09:35:38","2013-12-31 09:30:33"
"1843",23,"F","Asian","Less than 25","Medium","Male",0,0,5,0,"2014-12-08 01:47:36","2014-12-08 08:50:38"
"1844",22,"F","African-American","Less than 25","Low","Female",0,-1,4,1,"2014-01-29 08:32:59","2014-01-30 01:32:46"
"1845",33,"M","African-American","25 - 45","Medium","Male",7,-1,6,1,"2013-03-01 05:09:59","2013-03-03 04:26:19"
"1846",34,"F","African-American","25 - 45","Medium","Male",15,-6,7,0,"2013-04-20 04:52:17","2013-04-26 10:39:19"
"1847",35,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,"2014-04-29 08:23:41","2014-05-07 09:58:07"
"1848",22,"M","Hispanic","Less than 25","Low","Male",0,0,3,1,"2013-11-01 05:09:17","2013-11-02 03:00:00"
"1849",25,"F","African-American","25 - 45","Medium","Male",3,-1,7,0,"2013-04-30 03:08:49","2014-05-27 06:17:56"
"1850",32,"F","African-American","25 - 45","High","Male",12,-1,8,1,"2013-01-14 02:13:57","2013-01-15 06:58:20"
"1851",47,"F","African-American","Greater than 45","High","Male",14,-1,9,1,"2013-05-28 10:29:53","2013-05-29 01:39:49"
"1852",24,"M","Asian","Less than 25","Low","Male",0,0,2,0,"2013-01-10 02:33:14","2013-01-10 06:49:00"
"1853",25,"F","African-American","25 - 45","High","Male",14,-1,10,1,"2013-09-21 05:23:05","2013-12-13 05:27:00"
"1854",27,"F","African-American","25 - 45","High","Male",10,-1,9,0,"2014-10-17 06:20:16","2014-11-06 04:07:10"
"1855",41,"F","Caucasian","25 - 45","Low","Male",0,-1,4,0,"2014-09-28 08:10:15","2014-09-30 04:35:04"
"1856",56,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-04-30 12:38:57","2013-04-30 07:45:44"
"1857",45,"F","African-American","Greater than 45","Low","Male",5,-1,1,0,"2014-10-31 09:45:23","2014-11-06 05:57:15"
"1858",36,"F","Hispanic","25 - 45","Low","Male",1,30,4,1,"2013-02-06 10:09:18","2013-05-24 06:02:05"
"1859",28,"F","African-American","25 - 45","Medium","Male",4,0,6,1,"2013-05-14 03:57:54","2013-06-04 05:09:09"
"1860",20,"F","African-American","Less than 25","High","Male",2,-1,9,1,"2014-06-20 09:05:06","2014-06-21 08:48:06"
"1861",31,"F","African-American","25 - 45","Low","Female",0,-1,1,0,"2014-11-23 11:57:16","2014-11-28 08:41:51"
"1862",59,"M","Hispanic","Greater than 45","Low","Male",0,-2,1,0,"2013-08-25 04:54:17","2013-08-26 08:49:40"
"1863",29,"F","African-American","25 - 45","High","Female",11,-1,8,0,"2013-11-02 11:52:10","2013-11-03 07:25:02"
"1864",72,"F","Caucasian","Greater than 45","Low","Male",3,-5,1,0,"2014-03-14 12:25:05","2014-03-19 02:55:55"
"1865",24,"M","African-American","Less than 25","Medium","Female",2,-1,7,1,"2013-02-01 08:31:26","2013-02-15 08:31:42"
"1866",20,"M","Hispanic","Less than 25","Medium","Male",0,0,5,0,"2014-11-05 02:28:43","2014-11-07 04:28:29"
"1867",27,"F","African-American","25 - 45","Medium","Male",9,0,7,0,"2014-10-30 12:19:19","2014-10-30 08:09:36"
"1868",31,"F","African-American","25 - 45","Medium","Male",4,-2,5,0,"2014-07-21 10:03:24","2014-07-22 08:17:25"
"1869",49,"M","Caucasian","Greater than 45","Low","Male",0,0,2,0,"2014-09-04 04:45:14","2014-09-05 04:45:15"
"1870",45,"F","African-American","Greater than 45","High","Male",3,6,9,0,"2013-08-06 05:19:17","2013-09-11 11:36:45"
"1871",30,"M","African-American","25 - 45","High","Male",7,0,10,1,"2014-04-05 01:40:40","2014-04-07 03:04:32"
"1872",45,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,"2013-01-01 11:17:23","2013-01-02 07:35:39"
"1873",47,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2014-02-11 08:50:50","2014-02-12 08:19:27"
"1874",24,"F","African-American","Less than 25","Low","Male",0,-1,3,1,"2013-08-07 07:24:46","2013-08-17 04:49:12"
"1875",20,"M","African-American","Less than 25","Low","Male",0,-1,3,1,"2014-09-08 10:28:08","2014-09-11 05:12:33"
"1876",51,"F","Caucasian","Greater than 45","Low","Male",6,0,1,1,"2014-05-12 01:49:09","2014-05-12 07:22:31"
"1877",34,"M","African-American","25 - 45","Low","Female",0,-1,1,0,"2014-12-07 03:13:06","2014-12-08 12:58:55"
"1878",37,"M","Caucasian","25 - 45","Low","Male",4,-3,1,0,"2014-06-20 12:07:43","2014-06-20 08:08:16"
"1879",49,"M","Caucasian","Greater than 45","Low","Female",2,-1,2,1,"2013-08-10 09:55:10","2013-08-22 09:53:33"
"1880",32,"M","Other","25 - 45","Low","Male",0,-1,1,0,"2014-11-23 10:36:32","2014-11-24 08:39:51"
"1881",41,"F","Caucasian","25 - 45","Low","Male",5,-1,1,0,"2013-09-11 06:57:23","2013-09-12 08:29:30"
"1882",21,"M","African-American","Less than 25","Medium","Male",2,30,7,0,"2013-10-18 12:41:27","2014-06-24 06:15:54"
"1883",49,"F","Caucasian","Greater than 45","Low","Male",1,-16,3,0,"2014-01-05 12:24:06","2014-01-18 09:56:35"
"1884",26,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,"2013-10-06 06:10:59","2013-10-07 02:03:13"
"1885",30,"F","African-American","25 - 45","Low","Male",0,0,1,0,"2014-12-26 02:10:29","2014-12-27 08:11:00"
"1886",28,"M","African-American","25 - 45","Low","Female",0,-1,3,0,"2013-10-20 09:56:04","2013-10-21 09:59:59"
"1887",33,"M","Caucasian","25 - 45","Low","Male",2,-1,2,0,"2013-03-29 10:41:27","2013-03-31 02:30:16"
"1888",46,"F","African-American","Greater than 45","Medium","Male",0,0,7,0,"2013-11-12 12:24:02","2013-11-13 02:28:20"
"1889",22,"F","African-American","Less than 25","Medium","Male",0,0,6,0,"2014-08-08 03:20:35","2014-08-08 08:52:46"
"1890",21,"M","African-American","Less than 25","Low","Male",0,-1,4,1,"2013-03-06 12:46:52","2013-03-08 05:32:23"
"1891",32,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,"2014-09-11 02:45:33","2014-09-12 09:22:03"
"1892",26,"F","African-American","25 - 45","High","Male",14,0,9,1,"2013-08-13 12:24:29","2013-08-13 10:16:00"
"1893",24,"F","African-American","Less than 25","Low","Female",0,0,2,0,"2014-11-02 02:13:32","2014-11-02 09:03:49"
"1894",48,"F","Hispanic","Greater than 45","Low","Male",1,2,1,1,"2013-04-18 07:59:19","2013-08-22 11:38:00"
"1895",58,"F","African-American","Greater than 45","Medium","Male",24,0,6,1,"2013-09-16 03:15:20","2013-09-19 09:14:48"
"1896",29,"F","Other","25 - 45","Low","Male",0,-1,1,0,"2013-01-02 08:04:21","2013-01-03 11:24:59"
"1897",20,"F","African-American","Less than 25","High","Female",2,-1,10,1,"2014-12-13 06:46:56","2015-01-05 09:45:19"
"1898",28,"M","African-American","25 - 45","Low","Male",0,0,4,1,"2013-03-21 02:14:25","2013-03-21 07:15:13"
"1899",21,"F","Caucasian","Less than 25","High","Male",0,0,8,1,"2013-05-10 02:20:24","2013-05-14 05:41:25"
"1900",26,"F","Other","25 - 45","Medium","Male",0,-1,7,0,"2013-02-14 12:24:49","2013-02-15 07:56:24"
"1901",34,"M","African-American","25 - 45","Low","Male",3,-4,1,0,"2013-04-25 12:41:50","2013-04-26 07:20:08"
"1902",32,"F","African-American","25 - 45","High","Male",15,-1,8,1,"2013-05-26 02:00:57","2013-06-02 04:30:37"
"1903",40,"M","African-American","25 - 45","Low","Male",0,-1,2,0,"2014-12-06 09:49:39","2014-12-07 07:04:05"
"1904",38,"F","African-American","25 - 45","Low","Male",10,0,4,1,"2013-02-24 02:36:13","2013-03-06 10:26:40"
"1905",22,"F","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-03-20 06:54:43","2014-03-21 08:13:07"
"1906",42,"F","Caucasian","25 - 45","Medium","Male",2,-1,5,1,"2013-12-09 06:46:33","2013-12-09 09:04:01"
"1907",51,"F","Hispanic","Greater than 45","Low","Male",5,-2,1,0,"2014-07-05 07:24:55","2014-07-06 02:00:03"
"1908",57,"M","Caucasian","Greater than 45","Low","Female",0,-1,4,0,"2013-05-17 03:48:40","2013-05-18 08:14:16"
"1909",20,"F","African-American","Less than 25","High","Male",0,0,8,0,"2014-01-04 11:36:47","2014-01-06 11:05:28"
"1910",56,"F","Caucasian","Greater than 45","Low","Female",1,-20,1,0,"2013-06-01 06:55:42","2013-06-02 08:24:40"
"1911",32,"M","Hispanic","25 - 45","Medium","Male",2,0,5,1,"2013-09-28 04:33:57","2013-09-29 02:18:38"
"1912",30,"F","African-American","25 - 45","High","Male",11,-1,8,0,"2013-04-30 09:54:32","2013-05-01 08:55:25"
"1913",29,"M","African-American","25 - 45","Low","Male",2,-1,1,0,"2014-03-16 09:38:22","2014-03-17 02:19:07"
"1914",46,"F","African-American","Greater than 45","Medium","Male",15,-1,7,1,"2013-05-27 10:42:08","2013-06-03 08:56:07"
"1915",22,"F","Hispanic","Less than 25","Medium","Male",2,0,7,0,"2014-07-22 02:10:28","2014-07-22 08:36:19"
"1916",24,"F","African-American","Less than 25","Low","Female",0,-1,3,0,"2014-02-25 09:55:41","2014-02-26 09:35:41"
"1917",70,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,"2013-01-27 07:29:53","2013-01-29 07:21:13"
"1918",21,"F","Hispanic","Less than 25","Medium","Male",0,0,6,1,"2014-01-19 03:10:12","2014-01-19 09:19:21"
"1919",45,"M","Caucasian","Greater than 45","Low","Female",1,-11,1,0,"2013-01-06 09:52:49","2013-01-07 01:30:27"
"1920",33,"F","African-American","25 - 45","High","Male",4,-7,9,0,"2014-06-25 12:32:02","2014-06-26 09:00:58"
"1921",33,"M","Hispanic","25 - 45","Low","Female",2,-1,4,0,"2013-10-20 05:05:52","2013-10-22 05:40:12"
"1922",39,"F","African-American","25 - 45","Medium","Female",6,0,5,0,"2013-01-19 02:54:51","2013-01-20 01:40:51"
"1923",25,"F","Caucasian","25 - 45","Low","Male",6,-16,4,0,"2013-04-16 09:53:01","2013-04-18 07:30:00"
"1924",23,"F","African-American","Less than 25","Low","Male",0,0,3,0,"2013-01-19 03:23:10","2013-01-21 02:18:46"
"1925",37,"M","Caucasian","25 - 45","Medium","Male",5,-15,7,0,"2014-05-27 09:05:35","2014-06-10 01:48:35"
"1926",48,"M","Hispanic","Greater than 45","Low","Male",1,0,1,0,"2013-01-31 02:01:00","2013-02-01 05:20:16"
"1927",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-05-11 12:25:37","2013-05-12 07:06:09"
"1928",54,"M","Caucasian","Greater than 45","Low","Female",0,-4,3,0,"2014-10-02 05:20:24","2014-10-03 09:59:14"
"1929",28,"M","Caucasian","25 - 45","Low","Male",0,0,2,1,"2013-01-24 12:35:09","2013-01-27 08:05:49"
"1930",27,"F","African-American","25 - 45","Low","Male",1,-1,2,0,"2014-01-28 08:05:58","2014-01-29 09:07:24"
"1931",20,"M","African-American","Less than 25","High","Female",0,-1,8,0,"2014-05-28 07:50:51","2014-05-30 05:54:31"
"1932",43,"F","Caucasian","25 - 45","Medium","Male",11,16,7,1,"2013-09-06 05:24:24","2013-11-22 04:21:07"
"1933",30,"F","African-American","25 - 45","High","Male",9,0,10,1,"2013-05-01 03:22:06","2013-06-20 06:27:48"
"1934",29,"F","Caucasian","25 - 45","Low","Male",1,-22,3,0,"2013-07-30 09:15:09","2013-07-31 01:52:59"
"1935",54,"F","African-American","Greater than 45","Low","Male",8,0,1,1,"2014-07-20 12:05:31","2014-07-20 09:40:53"
"1936",20,"F","Caucasian","Less than 25","Low","Female",0,0,4,0,"2013-11-23 05:18:46","2013-11-23 09:23:39"
"1937",29,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-12-17 09:14:03","2013-12-18 01:06:10"
"1938",32,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,"2014-04-28 03:24:04","2014-04-29 03:38:27"
"1939",67,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,"2014-07-11 11:23:05","2014-07-13 03:14:46"
"1940",44,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,"2014-12-14 07:17:46","2014-12-15 07:26:15"
"1941",67,"M","Asian","Greater than 45","Low","Male",0,-1,1,0,"2013-08-19 09:39:32","2013-08-20 01:59:18"
"1942",45,"F","Caucasian","Greater than 45","Low","Male",8,-23,1,0,"2014-04-21 02:30:11","2014-04-22 08:34:19"
"1943",25,"F","Other","25 - 45","Low","Male",0,-1,2,0,"2013-08-12 10:12:43","2013-08-13 08:19:01"
"1944",24,"F","African-American","Less than 25","High","Male",8,-1,9,1,"2013-05-15 06:50:18","2013-05-16 04:10:04"
"1945",29,"F","Other","25 - 45","Medium","Male",3,-1,6,0,"2013-05-10 05:06:24","2013-11-04 03:54:40"
"1946",45,"M","African-American","Greater than 45","Medium","Male",2,-1,6,0,"2013-02-01 10:14:11","2013-03-02 04:50:50"
"1947",31,"F","African-American","25 - 45","Medium","Male",5,-1,5,1,"2013-01-18 09:23:08","2013-01-29 10:28:30"
"1948",23,"F","Caucasian","Less than 25","Low","Male",0,-1,3,1,"2014-06-11 09:35:23","2014-06-19 05:16:19"
"1949",22,"M","African-American","Less than 25","Medium","Female",0,-1,5,0,"2014-07-02 08:18:36","2014-07-03 09:05:33"
"1950",21,"F","African-American","Less than 25","High","Male",0,-1,8,1,"2014-02-13 05:07:42","2014-02-22 03:58:11"
"1951",26,"F","African-American","25 - 45","High","Male",18,-1,8,0,"2014-11-26 02:27:50","2015-05-28 06:28:33"
"1952",61,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2014-02-04 08:06:57","2014-02-05 01:12:10"
"1953",54,"F","African-American","Greater than 45","Medium","Male",12,0,5,0,"2014-12-06 12:13:34","2014-12-06 07:27:55"
"1954",51,"M","Caucasian","Greater than 45","Medium","Female",5,-1,7,1,"2013-11-29 12:24:59","2013-12-20 06:40:40"
"1955",32,"F","Other","25 - 45","Low","Male",1,-15,1,0,"2013-05-30 04:25:33","2013-06-14 11:57:29"
"1956",43,"F","Caucasian","25 - 45","Medium","Male",9,-2,6,0,"2013-02-19 09:10:57","2013-02-20 06:59:39"
"1957",32,"M","Other","25 - 45","Low","Male",0,-1,1,0,"2014-01-24 01:37:33","2014-01-25 08:23:35"
"1958",33,"M","Asian","25 - 45","Low","Female",0,0,2,0,"2014-09-09 12:16:47","2014-09-09 01:36:32"
"1959",36,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,"2014-02-11 12:51:04","2014-02-12 08:49:49"
"1960",58,"F","Caucasian","Greater than 45","Low","Male",3,0,4,1,"2013-09-26 03:32:21","2013-10-11 09:41:23"
"1961",49,"F","African-American","Greater than 45","Low","Female",1,-15,1,0,"2014-07-15 01:08:35","2014-07-16 09:34:50"
"1962",25,"F","Caucasian","25 - 45","Medium","Female",1,-1,5,0,"2014-06-22 09:34:58","2014-07-09 09:56:12"
"1963",57,"F","African-American","Greater than 45","High","Male",12,-1,9,0,"2013-05-28 08:29:39","2013-07-18 03:49:07"
"1964",37,"F","African-American","25 - 45","Medium","Male",2,0,7,0,"2013-01-14 04:05:27","2013-01-14 08:46:06"
"1965",32,"F","African-American","25 - 45","High","Male",1,-1,8,0,"2014-10-10 06:46:28","2014-10-11 02:12:33"
"1966",44,"F","African-American","25 - 45","Medium","Male",6,-1,6,0,"2013-10-22 04:50:30","2013-10-24 03:57:27"
"1967",32,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,"2014-11-02 12:21:50","2014-11-03 08:59:09"
"1968",26,"M","African-American","25 - 45","Medium","Male",3,-1,6,0,"2013-08-03 06:18:08","2014-07-03 07:52:28"
"1969",45,"F","African-American","Greater than 45","Medium","Male",8,-1,7,1,"2013-05-03 07:04:28","2013-05-04 01:16:42"
"1970",48,"F","Other","Greater than 45","Low","Male",1,-1,1,0,"2013-03-28 08:32:43","2013-03-30 09:14:35"
"1971",26,"F","African-American","25 - 45","High","Male",13,0,8,1,"2013-08-30 12:08:40","2013-08-30 08:05:57"
"1972",34,"F","Caucasian","25 - 45","Medium","Male",9,-1,6,1,"2014-04-25 03:08:53","2014-04-26 07:58:38"
"1973",25,"F","African-American","25 - 45","Low","Male",0,-1,3,0,"2013-03-16 04:30:03","2013-03-18 03:05:32"
"1974",31,"M","African-American","25 - 45","Medium","Male",8,-1,7,1,"2013-02-17 12:26:34","2013-02-18 09:10:16"
"1975",43,"F","African-American","25 - 45","Low","Male",1,-1,1,0,"2013-09-29 03:52:01","2013-09-30 08:01:14"
"1976",35,"F","Caucasian","25 - 45","Low","Male",2,-1,1,0,"2014-06-11 04:10:50","2014-06-12 09:15:25"
"1977",30,"M","African-American","25 - 45","Low","Male",0,0,1,0,"2014-03-10 03:07:16","2014-03-10 09:40:37"
"1978",21,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,"2014-10-08 01:22:01","2014-11-21 04:07:31"
"1979",50,"M","Caucasian","Greater than 45","Low","Male",0,-2,1,0,"2013-09-21 08:09:22","2013-09-22 06:17:33"
"1980",31,"F","African-American","25 - 45","Low","Female",2,-1,2,0,"2013-10-07 05:44:38","2013-10-08 09:17:55"
"1981",33,"M","Caucasian","25 - 45","Medium","Female",7,-6,6,0,"2013-11-02 07:20:05","2013-11-03 01:50:08"
"1982",32,"F","African-American","25 - 45","Medium","Male",1,-1,5,1,"2013-11-06 10:29:11","2013-11-26 06:16:00"
"1983",46,"M","Caucasian","Greater than 45","Low","Female",0,0,1,1,"2013-12-05 03:01:54","2013-12-07 04:37:01"
"1984",22,"F","Hispanic","Less than 25","Medium","Male",0,-1,6,0,"2013-03-27 07:30:55","2013-03-28 08:32:07"
"1985",37,"F","African-American","25 - 45","Medium","Male",8,-1,5,1,"2014-05-28 06:27:10","2014-05-29 09:05:23"
"1986",32,"M","Other","25 - 45","Low","Female",0,-1,1,0,"2014-12-15 03:41:10","2014-12-16 01:34:22"
"1987",32,"F","Caucasian","25 - 45","Medium","Female",6,-1,6,1,"2014-03-13 05:35:34","2014-03-21 07:43:44"
"1988",23,"F","African-American","Less than 25","Medium","Female",2,-1,7,1,"2013-12-23 08:26:11","2013-12-24 12:52:29"
"1989",21,"F","Caucasian","Less than 25","Medium","Male",0,0,5,0,"2013-03-01 12:01:48","2013-03-01 01:51:31"
"1990",52,"F","Other","Greater than 45","Low","Male",2,-1,1,0,"2013-10-17 07:46:29","2013-10-18 07:52:25"
"1991",49,"M","Caucasian","Greater than 45","Low","Male",2,-1,2,0,"2013-09-28 06:28:33","2013-09-29 07:31:01"
"1992",55,"F","Caucasian","Greater than 45","Medium","Male",3,-1,7,1,"2013-01-03 05:45:57","2013-02-08 06:03:58"
"1993",58,"M","Caucasian","Greater than 45","Low","Female",5,-1,4,0,"2014-12-14 09:16:49","2014-12-16 05:47:46"
"1994",22,"F","African-American","Less than 25","Low","Male",0,-1,2,0,"2013-08-27 05:03:28","2013-08-28 07:45:25"
"1995",45,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,"2013-04-18 04:57:29","2013-05-01 09:03:25"
"1996",31,"F","African-American","25 - 45","Medium","Female",7,-1,5,1,"2014-01-04 08:03:10","2014-01-05 09:50:08"
"1997",22,"M","Caucasian","Less than 25","Low","Male",0,-1,2,1,"2014-02-12 08:06:06","2014-02-13 08:29:56"
"1998",21,"F","African-American","Less than 25","Medium","Male",1,-1,5,0,"2014-05-13 05:52:43","2014-05-14 08:14:22"
"1999",28,"M","African-American","25 - 45","Medium","Male",5,-1,6,0,"2013-03-16 04:56:02","2013-03-17 08:00:45"
"2000",25,"F","African-American","25 - 45","Medium","Male",2,0,7,0,"2014-04-16 12:10:13","2014-06-05 12:57:39"
"2001",21,"F","African-American","Less than 25","Medium","Male",1,-1,5,1,"2013-10-30 04:56:29","2013-11-10 09:03:31"
"2002",42,"F","Hispanic","25 - 45","Low","Male",0,-1,1,0,"2014-09-08 07:47:26","2014-09-09 01:21:01"
"2003",37,"M","Hispanic","25 - 45","Low","Male",2,-1,3,0,"2014-02-10 05:10:21","2014-02-11 08:51:53"
"2004",30,"F","African-American","25 - 45","Medium","Male",21,-1,7,1,"2013-02-19 03:27:39","2013-02-20 09:04:21"
"2005",22,"F","African-American","Less than 25","High","Male",13,-1,10,1,"2013-10-08 11:48:59","2013-10-09 09:59:21"
"2006",35,"F","African-American","25 - 45","High","Male",23,-1,9,1,"2014-10-22 09:03:28","2014-10-23 10:13:52"
"2007",28,"F","African-American","25 - 45","High","Male",11,-1,10,0,"2013-11-01 07:35:10","2013-11-27 07:48:37"
"2008",24,"F","African-American","Less than 25","Low","Male",1,-1,3,0,"2013-01-15 06:16:11","2013-01-16 08:39:11"
"2009",32,"F","African-American","25 - 45","Medium","Male",24,-1,7,1,"2014-11-14 10:48:40","2014-11-17 08:11:13"
"2010",24,"F","African-American","Less than 25","Medium","Female",1,-1,5,0,"2013-11-14 09:08:19","2013-11-15 02:04:30"
"2011",29,"F","Caucasian","25 - 45","Low","Male",3,-2,2,0,"2014-09-09 02:18:50","2014-09-11 10:25:07"
"2012",57,"F","African-American","Greater than 45","Low","Male",19,-1,3,0,"2014-03-21 06:27:23","2014-03-22 08:09:32"
